-0.9671809,-0.99580413,-0.96780634,-0.940506,-0.37529498,-0.7104624,-0.985016,-0.056341667,-0.26590163,-0.9997865,-0.65703905,-0.8959379,-0.7272021,-0.6892146,-0.21273036,-0.6307778,-0.78021806,-0.07352324,-0.32290626,-0.97601146,-0.88427055,-0.9887621,-0.90402424,-0.9140706,-0.68966234,-0.86209,-0.8996731,-0.08176455,-0.2804752,-0.99898845,-0.862337,-0.96158886,-0.8915006,-0.90100586,0.23143971,-0.72328395,-0.8703288,-0.25759584,-0.6473325,-0.99341404,-0.904503,-0.9810602,-0.89513767,-0.90297765,0.36258247,-0.5128036,-0.91231287,-0.70037174,-0.8826187,-0.99875355,-0.9187581,-0.98437166,-0.91204154,-0.9167985,-0.14124076,-0.67739445,-0.9168642,-0.605497,-0.8407952,-0.99868476,-0.69963247,-0.9702323,-0.76711965,-0.82857144,-0.07853238,-0.7126994,-0.70342237,-0.5612334,-0.73994076,-0.9958526
-0.9587715,-0.9958531,-0.9584654,-0.9467128,-0.35846153,-0.72696364,-0.97169197,-0.30862394,-0.4656579,-0.99982595,-0.65524304,-0.88687265,-0.74073786,-0.66591763,-0.27856946,-0.66517586,-0.779749,-0.32363614,-0.509806,-0.9768675,-0.8975199,-0.9870656,-0.91941214,-0.9078115,-0.6768387,-0.869002,-0.8994867,-0.4509675,-0.6403023,-0.9991522,-0.9228481,-0.9823388,-0.9037776,-0.93214846,0.28767538,-0.67105997,-0.9118573,-0.1654714,-0.525915,-0.9964449,-0.9428441,-0.99144715,-0.9203332,-0.9442514,0.33751062,-0.47516504,-0.9207204,-0.657836,-0.83363307,-0.99938506,-0.94500417,-0.9929048,-0.92264664,-0.9453236,-0.11848073,-0.66085255,-0.89920074,-0.58946073,-0.8124021,-0.99944276,-0.6104583,-0.96274126,-0.69619566,-0.7905568,-0.062401675,-0.718446,-0.61406595,-0.56639296,-0.7431991,-0.99486256
-0.95738506,-0.9958242,-0.9583742,-0.94856465,-0.3710509,-0.7396645,-0.96952885,-0.14353262,-0.36938724,-0.99980104,-0.6458007,-0.8797857,-0.72830254,-0.6586581,-0.27833596,-0.6708799,-0.7733945,-0.080996335,-0.30448967,-0.9688652,-0.88758725,-0.9851034,-0.9155404,-0.90477496,-0.6604793,-0.87466395,-0.8901742,0.06848802,-0.12764437,-0.9984083,-0.93134546,-0.9829828,-0.9220007,-0.93480146,0.23929854,-0.6580838,-0.9249617,-0.37324002,-0.7187225,-0.99737036,-0.9478712,-0.99153346,-0.94699097,-0.9461538,0.36553958,-0.48632422,-0.9314334,-0.74703544,-0.90379065,-0.99952286,-0.954888,-0.9929541,-0.9568459,-0.9494066,-0.13023937,-0.6673581,-0.93122196,-0.60430515,-0.83052176,-0.99942714,-0.55192167,-0.9560383,-0.65081525,-0.7673123,-0.06310879,-0.71451133,-0.5552683,-0.5453793,-0.7263707,-0.99375343
-0.9558773,-0.99571407,-0.9541295,-0.9425415,-0.3827743,-0.7290872,-0.9679704,-0.2799685,-0.46135655,-0.9998147,-0.6321219,-0.87443894,-0.7127468,-0.64994323,-0.2950368,-0.68603694,-0.75557953,-0.3057621,-0.5036434,-0.973533,-0.8775164,-0.98320216,-0.902643,-0.89295053,-0.65632284,-0.87651587,-0.879687,-0.0663404,-0.24262194,-0.9983282,-0.92962474,-0.98251426,-0.92539346,-0.9316629,0.15744878,-0.65313876,-0.91993845,-0.30009174,-0.65660864,-0.99690217,-0.9470935,-0.99115765,-0.94155043,-0.9431928,0.35018203,-0.47942585,-0.9402159,-0.7026647,-0.8770811,-0.9994117,-0.95413554,-0.99283534,-0.9526283,-0.94730157,-0.13647723,-0.6614206,-0.9374064,-0.59171426,-0.8252773,-0.99937785,-0.47821617,-0.95321596,-0.5961957,-0.74600476,-0.045331467,-0.7137581,-0.4816641,-0.5600346,-0.7421392,-0.9941818
-0.95536643,-0.9958655,-0.95591706,-0.94887036,-0.39283392,-0.74092215,-0.96633977,-0.2320282,-0.4328661,-0.9998158,-0.62482554,-0.8710497,-0.7204794,-0.6547413,-0.30158085,-0.698588,-0.7425372,-0.22904658,-0.43004733,-0.9696423,-0.87147063,-0.9821846,-0.89980114,-0.8933519,-0.65062743,-0.87989694,-0.8734871,0.041058373,-0.13933927,-0.9980583,-0.9201272,-0.9794443,-0.9196571,-0.9247443,0.12919712,-0.6326276,-0.90507823,-0.28234524,-0.64295506,-0.99642384,-0.9418378,-0.9895523,-0.93481815,-0.9351531,0.32046628,-0.45535198,-0.93603295,-0.7071264,-0.87819946,-0.99932593,-0.95162505,-0.9916582,-0.93954766,-0.93561745,-0.15749782,-0.63708436,-0.9438735,-0.5881282,-0.8217157,-0.9992938,-0.39486176,-0.9427327,-0.51467395,-0.6910411,-0.052633572,-0.7063494,-0.39865476,-0.55730814,-0.732324,-0.99172
-0.961748,-0.9962532,-0.9800784,-0.95528346,-0.6657089,-0.8511553,-0.97362006,-0.45010233,-0.60926306,-0.9998628,-0.6418634,-0.8816228,-0.7720227,-0.6782359,-0.33395535,-0.7394608,-0.7388716,-0.1495054,-0.29991263,-0.96836174,-0.8589252,-0.9828413,-0.87516606,-0.88056403,-0.65227574,-0.8653455,-0.8706603,-0.43608874,-0.6514685,-0.99875546,-0.940563,-0.9856943,-0.93057024,-0.9488121,0.24365497,-0.71019316,-0.9475253,-0.19101195,-0.5590502,-0.99703777,-0.96069956,-0.9934471,-0.93628013,-0.94890004,0.3032693,-0.51959,-0.9597813,-0.6201118,-0.823238,-0.9994501,-0.96364033,-0.9943107,-0.9420233,-0.95559484,-0.16778204,-0.6998575,-0.9572179,-0.56930006,-0.812116,-0.99951667,-0.35956916,-0.93074685,-0.4991848,-0.69539946,-0.032449514,-0.72008073,-0.3623392,-0.59322244,-0.75707567,-0.9879781
-0.9621738,-0.9962915,-0.9824174,-0.9554022,-0.6744493,-0.8405771,-0.9741926,-0.26191685,-0.4752868,-0.9998416,-0.6404439,-0.87975943,-0.7522155,-0.6650084,-0.3359061,-0.73302877,-0.7400018,-0.14656065,-0.33914512,-0.9687635,-0.8572818,-0.9823367,-0.86498326,-0.87320393,-0.6514465,-0.85902464,-0.8688737,0.02197152,-0.16970253,-0.99809647,-0.94987553,-0.98794174,-0.9520811,-0.9518641,0.19544514,-0.72064495,-0.956063,-0.2824281,-0.64831555,-0.99769324,-0.96491337,-0.99432886,-0.9621557,-0.95619524,0.2755188,-0.5338033,-0.9582793,-0.6993262,-0.8744463,-0.9996072,-0.9688818,-0.9951854,-0.9607579,-0.9611472,-0.18208751,-0.7049364,-0.95903987,-0.5781876,-0.81519777,-0.9995967,-0.33884984,-0.9319558,-0.4714674,-0.676029,-0.059891034,-0.7221882,-0.34204298,-0.5655711,-0.7438897,-0.98910046
-0.9600071,-0.9959752,-0.9782076,-0.95009106,-0.6808001,-0.8351488,-0.97222936,-0.21637449,-0.4320736,-0.9998196,-0.6263462,-0.87359065,-0.73188484,-0.6516774,-0.3187757,-0.72367555,-0.7266206,-0.1340346,-0.32983738,-0.965901,-0.84870625,-0.980796,-0.8530906,-0.8652274,-0.6345247,-0.861263,-0.8623084,0.050632846,-0.14349072,-0.99783754,-0.9565069,-0.98960096,-0.95666313,-0.95411825,0.13259958,-0.7003769,-0.95837957,-0.42366284,-0.7699784,-0.99837095,-0.9678074,-0.99480784,-0.96062565,-0.95978487,0.33350605,-0.5428996,-0.9614652,-0.7711162,-0.9220456,-0.99972165,-0.97119045,-0.99556315,-0.9639975,-0.95736086,-0.21312234,-0.69831026,-0.96373594,-0.61162454,-0.8345145,-0.99966,-0.26824108,-0.9171767,-0.40434784,-0.63946736,-0.015889376,-0.7175361,-0.27200428,-0.6100611,-0.787639,-0.98472726
-0.9581531,-0.99578017,-0.9751083,-0.947533,-0.67267865,-0.82838124,-0.9706357,-0.24506871,-0.43832636,-0.9998139,-0.6091188,-0.8659789,-0.7075345,-0.6394322,-0.30572888,-0.7258448,-0.7120434,-0.2419378,-0.43003488,-0.9668887,-0.8382222,-0.9788454,-0.84092104,-0.8539462,-0.63231814,-0.862531,-0.85135734,0.0071584405,-0.17777464,-0.9976643,-0.9511582,-0.987878,-0.94634485,-0.94735557,0.10429702,-0.70383656,-0.9589202,-0.3480502,-0.6906875,-0.99792516,-0.96582794,-0.9940888,-0.9526011,-0.9556162,0.31079566,-0.53412986,-0.9719637,-0.72043705,-0.8863117,-0.9996233,-0.96947604,-0.99480486,-0.95482886,-0.9542526,-0.19577377,-0.7013251,-0.97391,-0.5897614,-0.82001984,-0.99957454,-0.2347137,-0.9098479,-0.39103264,-0.6314769,-0.04887311,-0.75367504,-0.23848955,-0.5698703,-0.74682474,-0.9829339
-0.9284498,-0.99516994,-0.9297531,-0.9401647,-0.3058265,-0.72300786,-0.93355453,-0.29746085,-0.43809882,-0.99979085,-0.602343,-0.85866517,-0.68441975,-0.6283113,-0.24503727,-0.6622472,-0.7319398,-0.25250632,-0.431521,-0.9650658,-0.8705208,-0.98167723,-0.8951019,-0.88657314,-0.637294,-0.8768366,-0.8709296,-0.43132123,-0.6434332,-0.99866563,-0.94160235,-0.9860512,-0.93473244,-0.9499046,0.26295868,-0.73256433,-0.9205599,-0.22014633,-0.59944904,-0.9972037,-0.9637163,-0.9943185,-0.9468209,-0.9637718,0.34603986,-0.5673146,-0.9365164,-0.6486804,-0.84165716,-0.9995408,-0.9651368,-0.9948636,-0.94495726,-0.95820856,-0.056672625,-0.70582545,-0.9349898,-0.5892365,-0.82337016,-0.9995872,-0.23460905,-0.9045497,-0.3728261,-0.5876512,-0.068905726,-0.7564564,-0.2387838,-0.56612957,-0.739765,-0.983318
